id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
6539,4,1,1,1,3,2015/9/1 16:26,1,1932,1,1,1,4,45600,4,42.5,165,120,3,4,5,2,3,2,2,4,5,5,,,,,45600,2,3,1,2,3,2,2,4,2
6540,5,2,11,30,53,2015/7/17 9:58,2,1952,1,1,1,3,1500,1,80,160,110,4,5,5,1,4,3,2,5,3,4,,,,,3000,6,3,1,2,3,2,2,4,2
6541,4,2,10,28,51,2015/7/26 15:51,2,1941,1,1,1,3,0,1,20,165,150,5,4,4,1,2,4,1,4,-8,3,,,,,3000,2,2,2,2,3,2,1,5,2
6542,2,2,18,52,85,2015/7/21 11:21,2,1935,1,1,1,1,1220,1,60,152,80,1,2,2,1,1,1,1,3,3,4,,,,,1220,1,1,1,2,7,3,1,3,3
6543,3,1,22,65,103,2015/7/2 14:14,1,1982,1,0,4,6,100000,1,30,163,120,5,4,3,2,3,2,4,4,3,1,8,10,2,3,100000,1,3,2,1,6,2,3,2,2
6544,4,1,12,32,60,2015/8/4 14:59,2,1982,1,1,1,6,30000,1,50,160,110,3,4,4,4,2,4,1,2,3,1,3,13,1,3,60000,4,3,1,2,3,2,2,3,3
6545,4,1,1,1,1,2015/9/2 9:26,2,1949,1,1,1,6,48000,1,44,161,134,3,4,4,2,2,4,2,4,4,5,,,,,48000,1,3,1,2,7,3,2,4,2
6546,4,1,16,46,77,2015/7/27 21:20,2,1961,1,0,3,1,0,1,300,150,100,4,4,4,5,4,3,3,2,4,4,,,,,100000,5,3,1,2,7,2,1,3,2
6547,3,2,31,87,131,2015/8/16 10:24,2,1967,1,1,1,3,6000,1,40,152,120,1,2,4,1,4,3,2,4,3,3,,,,,12000,2,2,1,2,3,3,2,4,2
6548,4,1,15,40,71,2015/7/12 17:21,2,1955,1,1,4,4,20000,1,88,163,91,3,3,3,2,2,4,2,1,2,5,,,,,20000,4,2,1,2,7,3,2,4,3
6549,5,1,31,87,131,2015/8/15 13:10,1,1963,1,1,1,4,40000,1,60,175,185,5,5,5,2,3,3,2,3,5,1,2,5,1,4,70000,2,3,1,2,3,2,2,4,2
6550,2,2,10,28,51,2015/7/27 15:42,1,1945,1,1,1,3,20000,1,100,166,100,4,4,3,1,1,3,1,2,5,3,,,,,30000,2,3,1,2,3,2,2,3,2
6551,4,1,26,74,114,2015/8/10 17:11,1,1979,1,1,1,3,40000,1,100,175,120,5,4,4,1,3,2,2,4,4,1,1,10,1,4,40000,5,3,1,2,3,2,1,4,3
6552,2,1,6,12,28,2015/7/29 9:24,1,1985,1,1,1,3,4300,1,90,170,110,3,5,3,5,4,4,1,2,4,6,,,,,25000,2,2,1,2,1,3,2,3,2
6553,4,1,4,7,18,2015/10/3 16:28,2,1959,1,1,1,7,20000,1,63.1,158,120,5,5,5,1,3,3,3,4,5,1,3,34,1,3,50000,2,3,1,2,4,2,2,5,2
6554,4,2,15,40,71,2015/7/11 16:38,2,1980,1,1,1,4,30000,2,25,158,130,5,4,5,1,2,2,2,1,1,1,3,5,1,3,100000,2,3,0,1,3,2,1,-8,3
6555,2,2,5,10,26,2015/8/1 9:47,1,1944,1,1,1,3,0,1,80,172,160,1,1,2,1,3,4,1,2,4,6,,,,,0,2,1,1,2,3,3,3,2,4
6556,5,1,17,50,83,2015/7/24 16:05,2,1978,1,1,1,4,15000,1,40,153,100,4,3,4,1,2,4,2,2,5,1,3,6,1,3,50000,3,3,1,2,3,2,1,4,2
6557,4,1,1,1,7,2015/9/9 10:32,1,1951,1,1,1,4,40000,1,52,170,126,4,5,5,2,1,5,1,3,7,5,,,,,70000,2,4,1,2,3,3,2,4,2
6558,4,2,9,21,43,2015/7/5 10:11,2,1964,1,-8,1,3,30000,1,200,155,120,3,3,3,1,2,3,1,4,5,3,,,,,30000,4,3,1,2,3,2,2,3,-8
6559,3,1,21,64,101,2015/7/15 8:05,1,1962,1,1,1,6,0,1,300,170,150,5,4,3,1,2,5,4,2,5,5,,,,,8000,2,3,1,1,3,2,2,4,3
6560,2,2,23,69,109,2015/9/24 10:31,2,1967,1,1,1,1,0,1,100,162,76,1,1,1,1,2,2,1,3,1,4,,,,,10000,4,1,1,2,3,3,2,4,2
6561,4,1,21,63,99,2015/7/18 17:09,2,1933,1,1,1,1,18000,1,35,155,96,4,3,3,2,3,3,1,4,3,5,,,,,18000,1,2,1,2,7,3,2,3,-8
6562,5,1,4,7,14,2015/9/26 14:38,1,1952,1,1,1,4,58800,4,49,166,145,4,5,5,5,3,5,4,4,3,5,,,,,96000,2,3,1,2,3,2,2,4,2
6563,1,2,23,69,109,2015/8/12 14:36,1,1949,1,1,1,3,26000,4,23,165,120,1,3,4,1,1,4,4,5,8,1,1,-1,1,4,26000,6,3,2,2,3,2,1,4,1
6564,4,1,6,16,32,2015/8/10 17:15,2,1964,1,1,1,4,4000,1,60,150,130,5,4,4,2,3,2,1,3,3,5,,,,,4000,1,2,1,2,6,2,2,4,2
6565,4,2,10,24,46,2015/7/28 11:31,2,1966,4,0,9,3,3000,1,180,165,150,2,3,5,1,3,3,1,4,5,3,,,,,40000,3,2,1,2,3,2,3,4,-8
6566,4,1,26,76,116,2015/10/2 14:29,1,1930,1,1,1,3,20000,1,90,168,100,3,4,3,2,2,2,2,4,6,5,,,,,20000,2,3,1,2,3,2,2,3,2
6567,4,2,16,44,75,2015/7/25 17:37,2,1993,1,1,1,4,20000,1,500,155,100,4,5,5,1,2,4,2,2,4,1,4,4,1,3,40000,3,2,1,2,1,2,2,3,2
6568,4,1,1,1,3,2015/9/18 12:33,1,1981,1,1,1,10,60000,1,38,176,172,4,5,3,2,4,4,4,2,5,1,3,11,1,3,100000,2,3,1,2,1,2,2,4,3
6569,3,2,16,46,78,2015/7/31 15:09,1,1949,1,1,1,3,8000,4,140,162,160,3,3,3,4,1,4,2,3,3,2,,,,,40000,6,3,1,2,3,2,2,3,3
6570,2,2,21,61,97,2015/7/16 12:44,2,1960,1,1,1,1,7000,1,120,168,140,2,2,4,1,4,4,1,3,5,3,,,,,37000,5,1,1,2,3,3,3,3,2
6571,4,1,8,19,41,2015/8/3 19:13,2,1992,4,0,3,12,0,4,110,163,92,4,5,3,5,2,4,3,4,5,6,,,,,80000,4,3,1,2,1,3,1,4,-8
6572,5,1,10,25,47,2015/7/27 16:19,2,1925,1,1,1,2,700,1,30,156,120,5,2,4,1,4,4,2,4,5,4,,,,,700,1,3,2,2,7,2,3,4,1
6573,3,2,16,45,76,2015/7/24 17:50,1,1957,1,1,1,4,10000,1,120,168,130,5,3,2,1,4,2,1,4,8,3,,,,,30000,2,3,1,2,3,2,1,4,2
6574,3,2,21,64,100,2015/7/20 16:58,1,1967,1,1,1,4,20000,1,170,175,145,4,4,4,1,3,2,1,2,4,3,,,,,30000,4,3,1,2,3,2,2,4,2
6575,3,2,9,22,44,2015/7/5 13:40,2,1969,1,1,1,4,10000,1,80,167,128,5,5,3,1,3,2,1,3,6,1,5,10,2,4,30000,3,3,1,2,3,2,2,3,3
6576,4,2,21,64,100,2015/7/18 17:09,1,1974,1,1,2,4,80000,1,110,168,122,5,5,3,1,4,3,3,4,3,1,5,20,1,2,150000,6,3,3,1,4,2,2,3,2
6577,5,2,24,71,111,2015/8/6 18:42,1,1990,1,0,4,4,80000,1,120,175,150,5,5,4,1,4,4,2,2,5,1,2,11,1,1,250000,5,4,2,2,3,1,1,4,2
6578,4,1,19,57,92,2015/7/18 19:45,2,1965,1,1,1,4,0,1,90,155,108,4,4,4,1,3,2,1,3,5,5,,,,,-3,2,3,0,2,3,2,2,2,-8
6579,3,1,12,32,60,2015/8/1 13:43,1,1960,1,1,1,6,60000,1,40,166,130,4,5,3,1,2,3,3,4,5,1,3,12,1,3,60000,2,2,1,2,3,3,3,4,2
6580,4,1,5,8,24,2015/8/4 13:00,2,1992,4,1,1,12,0,1,50,162,100,4,4,5,1,3,3,4,4,6,6,,,,,30000,2,3,1,2,1,2,2,3,-8
6581,4,1,13,37,68,2015/9/4 13:14,2,1952,1,1,1,4,-1,1,100,155,90,5,5,5,1,2,4,1,2,3,5,,,,,-2,3,3,1,2,3,2,1,-8,2
6582,4,1,16,44,75,2015/7/26 10:25,2,1966,1,1,1,3,0,1,98,160,120,3,5,5,1,2,3,1,3,5,4,,,,,50000,5,2,2,2,3,3,2,2,-8
6583,5,1,19,59,95,2015/7/16 15:17,2,1956,1,1,1,6,30000,4,108,160,118,5,5,5,5,4,4,2,2,5,5,,,,,100000,2,3,1,1,3,2,1,4,2
6584,4,1,4,7,19,2015/10/17 10:05,2,1990,1,1,1,12,-2,4,90,167,120,5,5,4,1,3,4,3,4,4,1,3,2,1,2,300000,8,4,3,1,1,2,1,4,2
6585,4,2,22,66,106,2015/7/12 14:01,1,1949,1,1,1,3,5000,1,130,168,106,2,3,4,1,3,2,1,4,4,3,,,,,50000,2,3,1,2,3,2,3,3,2
6586,4,1,12,32,56,2015/7/28 10:17,2,1940,1,1,1,6,90000,1,76,155,110,4,2,3,5,4,4,2,2,5,5,,,,,120000,2,3,1,2,3,2,2,3,-8
6587,4,1,15,41,72,2015/7/17 10:19,2,1935,1,0,8,1,12000,1,100,155,100,2,2,3,2,4,3,1,4,4,5,,,,,24000,2,2,1,2,7,3,1,3,2
6588,4,2,18,55,89,2015/7/24 9:44,2,1953,1,1,1,1,1720,1,180,160,110,4,4,5,1,4,3,1,4,5,3,,,,,50000,1,3,1,2,3,2,1,3,2
6589,4,2,5,10,26,2015/8/1 9:53,2,1952,1,1,1,4,3000,1,100,161,110,3,5,5,1,4,4,2,4,5,4,,,,,10000,5,2,1,2,3,2,2,5,-8
6590,4,1,24,70,110,2015/8/13 9:07,1,1967,1,1,1,4,12000,4,79,169,146,2,3,3,5,4,3,2,4,6,1,3,30,1,2,36000,3,3,2,2,3,2,2,3,4
6591,4,1,31,87,130,2015/8/14 13:07,2,1953,1,1,1,6,19200,1,130,153,120,3,3,5,2,4,4,1,4,1,1,9,28,-8,-8,52800,2,-8,2,2,3,3,1,-8,2
6592,2,2,22,66,106,2015/7/9 10:08,2,1955,1,1,1,1,5000,1,400,140,70,3,3,4,1,3,3,1,2,3,3,,,,,60000,2,3,1,2,3,3,2,3,3
6593,5,1,17,49,82,2015/7/30 20:02,1,1963,1,-8,1,10,100000,1,130,169,150,4,4,4,2,2,3,3,4,6,1,3,22,1,2,150000,2,3,2,1,3,2,1,4,2
6594,4,2,29,84,127,2015/7/24 12:48,1,1970,1,1,1,6,100000,4,1050,170,142,5,4,5,5,2,4,2,4,6,1,3,25,1,3,140000,2,4,2,1,3,1,1,4,3
6595,4,1,13,37,68,2015/9/10 15:25,1,1943,1,1,1,4,900,1,10,172,125,3,5,5,2,4,5,1,4,3,5,,,,,-2,1,2,2,2,3,3,2,4,3
6596,4,2,6,12,28,2015/8/1 15:23,2,1945,1,0,4,3,17000,1,200,115,130,3,4,4,4,4,4,2,4,7,4,,,,,35000,2,3,1,1,3,2,2,2,-8
6597,5,1,31,88,133,2015/8/16 9:58,1,1993,1,1,1,10,0,2,64,185,180,4,5,5,2,1,1,3,4,1,1,3,1,1,3,110000,3,3,5,1,1,2,1,4,2
6598,4,1,8,19,41,2015/8/5 16:46,1,1975,4,0,6,9,24000,1,60,163,125,5,4,4,1,3,4,2,2,1,1,2,1,2,4,30000,6,1,1,2,3,3,2,4,4
6599,4,2,18,55,89,2015/7/24 13:08,1,1948,1,1,1,6,10000,1,90,167,140,5,4,4,1,4,2,2,4,4,3,,,,,20000,2,4,1,2,3,1,1,3,2
6600,4,1,27,80,120,2015/7/29 10:49,1,1953,1,1,1,4,32160,4,55,173,166,3,4,3,2,1,5,2,4,4,5,,,,,76560,2,3,2,1,3,2,1,4,2
6601,4,1,16,47,79,2015/7/23 18:01,1,1973,1,1,1,4,100000,1,130,170,140,5,5,5,1,3,3,2,2,-8,1,2,10,-8,-8,100000,4,-8,1,2,3,2,2,3,-8
6602,5,1,23,69,109,2015/9/24 12:15,1,1970,1,1,1,4,10000,1,40,170,145,4,3,3,2,1,3,1,1,3,2,,,,,20000,4,3,1,1,3,2,3,4,3
6603,3,2,21,64,101,2015/7/20 9:16,2,1962,1,1,1,3,20000,1,100,156,132,2,3,3,1,4,4,2,3,3,2,,,,,20000,2,2,1,2,3,3,2,3,3
6604,3,2,5,8,23,2015/8/2 9:12,2,1970,1,0,2,3,10000,1,60,165,140,4,4,3,4,1,5,1,4,2,1,3,10,1,3,20000,3,2,1,2,4,3,2,5,2
6605,4,1,19,59,95,2015/7/18 17:30,2,1966,1,1,1,4,0,1,90,156,103,5,5,5,1,1,3,1,3,5,5,,,,,0,2,3,1,1,4,2,2,4,2
6606,5,1,7,18,40,2015/7/30 13:10,2,1955,1,1,3,10,25000,1,65,165,90,5,4,3,5,4,4,3,2,5,5,,,,,50000,2,3,1,1,3,2,3,4,2
6607,3,1,19,59,95,2015/7/18 20:03,2,1935,1,1,1,3,5000,1,70,162,200,3,5,5,1,4,4,1,2,2,5,,,,,40000,3,1,1,2,7,3,2,3,-8
6608,4,2,29,83,126,2015/7/21 10:09,2,1955,1,1,1,1,0,1,240,156,110,4,4,4,1,3,3,1,2,5,3,,,,,100000,7,3,1,2,3,2,2,4,3
6609,1,2,31,86,129,2015/8/18 8:20,2,1964,3,0,5,3,0,1,60,160,140,1,2,3,1,2,5,2,5,5,3,,,,,20000,5,3,1,2,3,2,3,3,4
6610,4,1,24,70,110,2015/8/2 10:03,2,1984,1,0,1,5,0,2,75,150,83,3,3,3,1,3,3,2,2,3,5,,,,,40000,7,2,1,2,3,2,2,3,-8
6611,1,1,30,85,128,2015/10/1 18:16,1,1971,1,1,1,3,5800,1,53.9,159,92,3,5,2,2,2,4,1,1,1,5,,,,,36000,1,1,1,2,1,3,2,1,4
6612,4,2,2,2,9,2015/7/23 19:35,2,1950,8,0,4,3,-2,1,200,155,96,2,3,4,1,4,4,1,4,5,4,,,,,-2,2,3,1,2,3,2,1,4,2
6613,4,1,13,37,68,2015/9/9 18:33,2,1996,1,1,1,4,30000,1,70,160,100,4,5,5,1,2,4,2,3,5,1,3,2,1,3,30000,1,4,0,2,1,2,1,3,3
6614,4,2,21,62,98,2015/7/16 14:16,1,1974,1,1,1,4,20000,1,100,165,130,3,3,5,1,3,3,2,4,2,1,-8,-1,2,4,25000,2,3,1,2,3,2,2,3,3
6615,5,2,5,10,26,2015/8/1 11:08,2,1949,1,1,1,4,5000,1,40,156,98,5,4,5,1,4,3,2,4,5,3,,,,,6000,2,3,1,2,3,2,2,3,2
6616,4,2,15,43,74,2015/7/15 16:14,1,1961,1,1,1,4,30000,1,200,162,115,5,4,4,1,4,4,1,4,5,1,5,23,1,4,70000,2,3,1,2,3,2,2,4,2
6617,4,2,2,5,12,2015/8/7 11:49,1,1969,8,1,1,3,8000,1,200,160,110,4,5,5,1,4,3,2,4,6,3,,,,,30000,5,3,1,2,3,2,1,4,2
6618,4,2,15,41,72,2015/7/15 14:44,2,1962,1,0,3,3,3000,1,90,152,90,4,4,3,1,2,1,1,2,3,3,,,,,60000,2,2,2,1,3,2,1,3,2
6619,5,2,2,3,10,2015/7/25 12:56,1,1939,4,0,3,3,3000,4,120,150,108,5,5,5,1,4,4,2,4,7,4,,,,,50000,2,2,1,2,7,1,1,4,-8
6620,4,1,18,51,84,2015/7/27 12:08,1,1947,1,1,2,6,24000,4,120,170,130,3,5,5,2,2,4,4,4,6,5,,,,,100000,5,3,1,2,3,2,2,3,2
6621,4,2,21,64,101,2015/7/20 14:20,1,1968,1,1,1,4,40000,1,100,170,140,5,4,4,1,4,4,1,2,3,4,,,,,60000,4,2,2,2,3,2,3,4,2
6622,5,1,15,42,73,2015/7/10 18:21,2,1956,1,1,1,3,20000,1,220,160,143,5,4,3,2,4,4,1,2,5,4,,,,,65000,2,3,1,1,3,2,3,3,3
6623,5,1,21,63,99,2015/7/20 11:22,2,1938,1,1,1,1,3000,1,89,155,140,4,5,5,1,4,4,1,5,-8,4,,,,,35000,2,3,0,2,7,3,1,3,-8
6624,4,2,28,81,122,2015/7/31 18:13,2,1950,1,1,1,1,10000,1,198,167,60,5,2,4,1,2,3,2,2,6,3,,,,,10000,3,3,1,2,3,1,1,2,2
6625,5,1,15,39,70,2015/7/12 13:20,2,1969,1,1,1,1,3000,1,130,156,130,4,3,4,1,3,4,1,2,4,3,,,,,18000,1,3,1,2,3,3,1,4,3
6626,4,1,12,32,56,2015/8/1 17:35,2,1990,1,1,1,6,40000,1,23,165,110,4,4,4,1,3,3,2,4,1,1,3,6,1,3,-2,3,1,1,2,1,3,2,4,2
6627,4,1,12,32,57,2015/7/27 16:48,2,1952,1,1,1,3,0,1,65,160,130,3,5,4,1,3,4,2,3,5,4,,,,,200000,5,3,1,1,3,2,2,3,2
6628,4,2,17,50,83,2015/7/26 18:44,2,1966,1,1,1,6,0,1,210,165,120,4,4,4,2,3,3,4,2,5,5,,,,,70000,2,3,1,2,3,3,2,4,2
6629,3,1,4,7,19,2015/10/3 15:42,2,1959,1,1,1,4,25000,1,43,163,104,3,5,3,4,3,4,1,4,4,1,3,28,1,3,25000,1,2,0,2,7,3,1,4,3
6630,4,1,22,66,105,2015/7/8 10:59,1,1979,1,1,1,6,20000,1,300,168,135,4,5,4,1,3,4,2,3,5,1,2,10,1,4,100000,4,3,1,2,3,2,2,3,2
6631,4,1,26,75,115,2015/8/4 16:51,2,1968,1,1,3,4,200000,1,130,153,100,4,5,4,5,2,5,2,3,5,5,,,,,220000,4,3,2,2,3,2,2,3,3
6632,4,1,19,57,91,2015/7/20 10:22,2,1954,1,1,1,4,36000,1,50,155,98,4,4,4,5,2,4,4,2,4,5,,,,,80000,2,3,1,1,3,2,1,3,3
6633,3,1,13,36,67,2015/9/2 19:41,2,1954,1,1,1,4,20000,1,85,154,90,3,2,3,4,4,4,1,3,6,5,,,,,50000,2,2,1,2,7,3,2,3,2
6634,4,1,7,18,39,2015/8/10 16:42,2,1961,1,1,1,4,36000,1,60,152,116,4,5,5,2,3,3,1,4,7,5,,,,,72000,2,3,2,1,3,2,1,4,2
6635,4,2,18,52,85,2015/7/22 11:07,1,1957,1,1,1,4,20000,1,150,175,136,5,4,4,1,2,2,1,4,1,1,3,-2,1,3,30000,5,2,1,2,3,2,2,4,2
6636,2,2,2,3,10,2015/7/25 15:14,1,1949,1,1,1,3,2000,1,40,163,100,2,3,3,1,4,4,1,4,2,4,,,,,20000,5,3,1,2,3,2,2,3,2
6637,4,1,11,31,54,2015/7/23 13:58,2,1981,1,1,4,10,36000,1,92,168,110,5,4,4,2,3,2,3,2,5,1,3,12,1,3,70000,3,3,1,1,3,2,1,3,2
6638,4,2,11,30,53,2015/7/18 11:37,2,1968,1,1,1,4,13000,1,200,160,130,4,5,5,1,3,3,3,1,5,1,3,20,1,3,100000,3,3,1,2,3,2,2,4,3
6639,4,1,24,72,112,2015/8/6 19:11,2,1973,1,1,1,10,25000,1,127,160,110,5,5,5,5,3,3,3,4,2,1,3,20,1,3,100000,3,2,2,1,3,2,1,3,2
6640,3,1,10,27,50,2015/7/25 15:45,2,1976,1,1,1,3,10000,1,14,155,112,4,4,3,1,3,2,1,1,4,3,,,,,15000,4,2,0,2,3,2,1,4,2
6641,4,1,13,37,68,2015/9/7 10:21,2,1958,1,0,4,3,400,1,60,160,130,4,4,3,1,4,3,1,4,4,4,,,,,12000,3,3,1,2,3,2,2,3,2
6642,4,2,2,4,11,2015/7/30 16:59,2,1962,1,1,1,1,-3,1,80,156,85,3,5,5,1,4,2,1,2,2,2,,,,,2000,4,2,1,2,7,3,2,3,2
6643,4,1,16,46,78,2015/8/2 8:12,2,1953,1,1,1,3,0,1,160,154,85,4,4,4,1,4,4,2,4,5,4,,,,,80000,4,3,1,1,7,2,1,4,2
6644,4,2,2,5,12,2015/8/9 10:12,1,1962,8,1,1,3,20000,1,85,160,80,4,4,4,1,2,3,2,4,5,3,,,,,37000,7,3,2,2,3,2,2,4,2
6645,4,1,6,17,33,2015/8/3 14:32,1,1970,1,1,1,12,40000,1,100,165,150,4,5,5,4,2,4,2,4,6,1,3,13,1,3,60000,3,3,1,2,3,2,1,4,2
6646,5,1,15,43,74,2015/7/13 11:04,1,1929,1,1,1,4,35000,4,90,168,125,5,4,4,2,2,4,2,4,6,5,,,,,60000,2,4,1,2,3,2,2,5,2
6647,4,2,29,83,126,2015/7/22 10:04,1,1950,1,1,1,4,0,1,60,170,130,4,4,5,2,1,4,2,4,8,5,,,,,60000,2,4,1,1,3,1,2,3,2
6648,4,1,18,55,89,2015/7/25 14:42,1,1968,1,1,2,5,45000,1,120,170,140,4,4,5,2,4,1,1,4,5,1,3,8,1,2,60000,4,3,1,1,3,2,1,4,2
6649,4,1,6,16,32,2015/8/10 18:27,2,1952,1,1,1,3,25000,1,60,158,100,3,4,4,5,4,2,2,4,7,5,,,,,50000,3,3,1,2,7,2,2,3,2
6650,3,1,12,33,62,2015/8/7 17:04,2,1984,1,0,4,3,-2,1,108,158,115,4,3,3,1,3,3,1,2,4,1,7,16,-8,4,-2,6,3,1,2,3,2,2,-8,-8
6651,4,2,13,36,66,2015/9/20 15:52,1,1938,6,0,4,3,0,4,120,160,100,1,3,4,1,1,1,1,5,1,5,,,,,50000,3,1,1,2,3,3,3,3,-8
6652,4,1,18,52,85,2015/7/22 11:23,1,1939,1,1,1,4,2000,1,140,170,130,4,4,4,2,4,4,3,4,4,5,,,,,4000,2,2,1,2,3,2,2,4,2
6653,1,2,28,81,121,2015/8/1 9:19,2,1947,1,1,1,3,2000,1,80,150,70,1,2,3,1,2,2,1,2,1,3,,,,,4000,4,2,1,2,3,3,2,4,2
6654,2,1,24,70,110,2015/8/10 16:11,1,1977,1,1,3,4,20000,1,63,165,115,4,3,3,1,3,2,1,2,4,1,5,19,1,3,20000,3,2,1,2,3,3,3,4,2
6655,3,1,5,8,23,2015/7/30 12:27,1,1962,1,1,1,6,-3,1,60,170,135,4,4,4,2,2,3,2,3,3,5,,,,,-3,1,3,1,2,3,2,1,4,-8
6656,2,1,6,12,28,2015/7/29 17:56,1,1969,1,1,1,6,20000,1,90,168,130,3,4,3,2,4,3,3,2,5,1,3,28,1,2,20000,3,3,1,2,3,2,1,3,2
6657,4,1,6,13,29,2015/8/5 8:07,1,1935,1,1,1,1,13000,4,90,170,130,4,4,4,5,3,3,1,4,7,5,,,,,13000,1,3,1,2,7,2,1,4,2
6658,4,2,6,16,32,2015/8/12 11:33,2,1936,1,0,4,2,0,1,100,150,90,2,3,3,1,2,3,1,4,5,5,,,,,400,2,3,1,2,3,2,2,4,2
6659,4,2,15,40,71,2015/7/13 17:15,2,1937,1,1,4,1,26000,1,300,160,155,2,4,4,4,5,-8,2,4,2,5,,,,,80000,5,2,1,2,7,2,1,4,2
6660,4,1,31,88,133,2015/8/20 10:27,1,1977,1,0,1,4,25000,1,60,174,180,2,3,3,1,3,3,1,3,1,1,2,1,1,4,50000,2,2,1,2,4,3,2,2,2
6661,4,1,27,78,118,2015/8/1 18:10,1,1948,1,1,1,3,840,1,80,170,146,5,4,4,1,4,5,1,4,1,4,,,,,50000,4,3,1,2,6,3,2,4,3
6662,1,1,1,1,5,2015/9/10 15:02,2,1945,1,1,1,10,80000,1,25,158,105,2,4,5,2,4,4,4,2,5,5,,,,,-3,1,3,1,2,6,2,1,3,2
6663,5,1,19,59,95,2015/7/17 9:12,2,1935,1,1,1,4,40000,4,98,156,116,4,5,5,4,1,4,5,4,5,5,,,,,50000,1,4,1,2,7,1,1,4,2
6664,4,1,15,42,73,2015/7/11 8:18,2,1957,1,1,1,8,0,-8,120,157,113,5,5,5,1,3,3,2,3,5,3,,,,,0,2,3,1,2,3,2,2,-8,-8
6665,3,2,13,36,66,2015/9/22 14:49,1,1985,8,1,1,4,5000,1,220,163,120,4,5,4,1,3,3,2,4,5,2,,,,,50000,4,3,1,2,1,2,2,4,3
6666,3,2,16,47,79,2015/7/26 8:45,2,1940,1,0,2,1,0,1,100,150,90,2,2,3,1,2,4,2,4,5,4,,,,,30000,3,3,0,2,3,2,1,4,2
6667,3,2,26,74,114,2015/8/8 14:51,2,1937,1,1,1,1,0,1,150,150,90,2,1,3,1,1,1,1,2,3,5,,,,,36000,1,2,1,2,7,3,2,3,2
6668,4,1,31,88,133,2015/8/20 16:33,2,1971,1,1,1,4,10000,1,50,154,112,3,4,2,1,4,4,2,4,5,3,,,,,50000,2,2,1,2,3,2,2,4,2
6669,5,2,18,52,85,2015/7/21 11:29,1,1961,1,1,1,6,40000,1,120,168,140,4,5,5,1,3,3,4,4,5,2,,,,,80000,2,3,1,2,3,1,1,4,2
6670,4,2,5,9,25,2015/8/7 9:50,2,1974,1,0,1,3,0,1,100,164,120,4,4,4,1,4,4,1,4,5,4,,,,,50000,3,2,1,2,3,2,1,4,-8
6671,4,1,24,70,110,2015/7/29 15:50,2,1978,1,1,3,6,0,1,90,160,120,4,4,3,1,4,4,3,2,5,5,,,,,500000,3,3,1,1,3,2,2,5,-8
6672,3,1,1,1,8,2015/9/23 11:36,1,1970,1,1,2,12,100000,-8,120,180,150,4,5,5,2,3,3,3,3,7,1,3,15,1,1,200000,3,3,1,2,3,2,2,3,2
6673,1,1,10,27,50,2015/7/25 20:16,2,1963,1,1,1,4,0,1,300,167,136,3,2,2,1,1,4,1,1,1,5,,,,,15000,4,1,1,2,4,3,3,4,3
6674,4,1,1,1,3,2015/9/9 16:15,2,1934,1,1,1,2,36000,1,40,158,135,3,4,4,2,2,5,1,4,2,5,,,,,36000,1,4,1,2,7,2,2,3,3
6675,4,2,22,65,104,2015/7/8 13:53,1,1965,1,1,1,4,6000,1,150,170,140,3,3,2,1,3,2,3,3,2,2,,,,,6000,1,2,1,2,3,2,1,4,2
6676,4,1,21,64,100,2015/7/15 10:06,2,1969,1,1,1,6,18000,1,90,163,110,4,4,4,5,4,4,2,4,5,1,3,20,1,3,60000,3,3,1,1,3,2,2,4,3
6677,3,1,1,1,4,2015/8/28 14:47,2,1958,1,1,1,9,36000,1,58,161,118,3,4,3,2,3,2,3,2,4,5,,,,,84000,2,3,1,2,3,3,3,3,3
6678,4,2,22,67,107,2015/7/7 11:19,2,1944,8,1,1,1,0,1,80,150,68,2,3,2,1,3,3,1,5,3,4,,,,,2000,2,3,1,2,3,2,2,3,2
6679,4,1,17,50,83,2015/7/25 11:26,1,1946,1,1,1,4,24000,4,90,172,140,3,3,3,2,1,3,3,4,5,5,,,,,48000,2,3,2,2,3,2,2,4,2
6680,4,1,26,76,116,2015/9/28 21:33,2,1969,1,0,3,4,9600,1,80,163,120,4,4,4,1,2,2,1,3,5,1,2,30,1,4,-3,2,3,1,2,3,2,3,4,2
6681,4,1,1,1,6,2015/8/28 14:54,1,1954,1,1,1,6,60000,1,60,170,150,4,4,4,5,2,2,2,4,5,5,,,,,92400,1,3,1,2,3,2,3,4,2
6682,3,1,21,64,102,2015/7/15 15:28,1,1984,1,1,1,4,31000,1,300,175,130,4,5,4,5,2,2,3,4,5,1,4,15,1,3,50000,7,3,1,2,3,2,2,3,3
6683,4,1,18,52,86,2015/7/19 12:18,2,1961,1,1,1,6,20000,1,220,168,130,5,4,4,2,1,3,2,2,8,5,,,,,40000,5,2,1,2,3,2,2,4,3
6684,4,1,9,21,43,2015/7/7 8:13,1,1969,1,1,1,3,20000,1,120,175,160,4,3,4,1,4,3,1,2,5,4,,,,,40000,4,3,1,2,3,2,1,4,2
